,bTOP,bJUG,bMID,bADC,bSUP,rTOP,rJUG,rMID,rADC,rSUP,win
0,Yasuo,Elise,Qiyana,MissFortune,Thresh,Jayce,Graves,Leblanc,Aphelios,Braum,True
0,Mordekaiser,Graves,Katarina,Jinx,Thresh,Camille,Ekko,Leblanc,Jhin,Leona,True
0,Gwen,Viego,Graves,Ziggs,Pyke,Camille,Evelynn,Garen,Aphelios,Rakan,True
0,Akshan,Evelynn,Syndra,Xayah,Rakan,Jax,Talon,Vex,Kindred,Lux,False
0,Yasuo,Talon,Vex,Lucian,Zac,Azir,Ekko,Sett,Draven,Nami,True
0,Kindred,LeeSin,TwistedFate,Tristana,Nautilus,Renekton,Graves,Katarina,Kalista,Blitzcrank,False
0,Graves,Ekko,Zoe,Jinx,Karma,Aatrox,Viego,Katarina,Caitlyn,Lux,False
0,Aatrox,Hecarim,Yone,Caitlyn,Nami,TahmKench,LeeSin,Orianna,Jinx,Lulu,True
0,Irelia,Nidalee,Yone,Xayah,Rakan,Viktor,Talon,Zoe,Caitlyn,Lux,False
0,Jayce,Taliyah,Graves,Samira,Leona,Galio,Kindred,Sylas,Ezreal,Lulu,True
0,Sylas,LeeSin,Zoe,Caitlyn,Lux,Kennen,Graves,Akshan,Jhin,Nautilus,False
0,Camille,Karthus,Yone,Ziggs,Galio,Jayce,Graves,TwistedFate,Jinx,Thresh,True
0,Kennen,Graves,Sylas,Jinx,Lulu,Irelia,XinZhao,Ryze,Ezreal,Karma,True
0,Yone,Karthus,Galio,Jinx,Nautilus,Jayce,Talon,Graves,Ziggs,Karma,False
0,Irelia,Viego,Akali,Jhin,Alistar,Jayce,Diana,Yasuo,Jinx,Rakan,True
0,Graves,Talon,Zoe,Jinx,Alistar,Viktor,XinZhao,Syndra,Jhin,Rakan,False
0,Kennen,Ekko,Sylas,Lucian,Nami,Irelia,Graves,Malphite,Jinx,Rakan,True
0,Darius,Talon,Yone,Jinx,Rakan,Jayce,LeeSin,Vex,Caitlyn,Morgana,False
0,Jax,Ekko,Veigar,Caitlyn,Lux,Akshan,Talon,Kassadin,Jinx,Thresh,False
0,Gragas,Talon,Akali,Xayah,Yuumi,Aatrox,Karthus,Yone,Draven,Karma,True
0,Yone,Graves,Ryze,MissFortune,Lulu,Tryndamere,Ekko,Syndra,Jhin,Rakan,False
0,Graves,Diana,Yasuo,Aphelios,Pyke,Yone,Talon,Katarina,Caitlyn,Morgana,True
0,Gwen,Graves,Syndra,Caitlyn,Lux,Jayce,Zac,Vex,Jinx,Lulu,True
0,Jayce,Talon,Zoe,Ziggs,Galio,Irelia,LeeSin,Rumble,Caitlyn,Lux,True
0,Renekton,Talon,AurelionSol,Caitlyn,Karma,Graves,Ekko,Yone,Jhin,Blitzcrank,True
0,Renekton,Ekko,AurelionSol,Jhin,Leona,Yone,LeeSin,Akali,Caitlyn,Lux,True
0,Jax,Ekko,Irelia,Xayah,Rakan,Sylas,Udyr,Yone,Jinx,Thresh,False
0,Irelia,Graves,Ryze,Aphelios,Rakan,Gwen,XinZhao,Sylas,Jinx,Lulu,True
0,Tryndamere,Zac,Vex,Lucian,Nami,Akshan,FiddleSticks,Graves,Aphelios,Lulu,True
0,Jayce,Graves,TwistedFate,Caitlyn,Karma,Yone,Nidalee,Irelia,Jinx,Blitzcrank,True
0,Tryndamere,Graves,Leblanc,Jinx,Lulu,Renekton,Ekko,Talon,Jhin,Thresh,True
0,Irelia,Ekko,Yone,Jinx,Thresh,Jayce,LeeSin,Zoe,Kindred,Nautilus,False
0,Gwen,Graves,Aatrox,Aphelios,Rakan,Renekton,Taliyah,Brand,Jhin,Galio,True
0,Camille,XinZhao,Galio,Aphelios,Taric,Akali,LeeSin,Corki,Vayne,Leona,True
0,Gragas,LeeSin,Yasuo,Jhin,Lux,Gwen,Qiyana,Vex,Ezreal,Blitzcrank,True
0,Graves,LeeSin,Akali,Ashe,Nami,Jayce,Ekko,Irelia,Caitlyn,Lux,False
0,Graves,Hecarim,Akali,Samira,Rakan,Yasuo,Gragas,Yone,Jhin,Lulu,False
0,Sion,LeeSin,Akali,Aphelios,Rakan,Aatrox,Ekko,Yone,MissFortune,Vex,True
0,Graves,LeeSin,Sylas,MissFortune,Thresh,Jayce,Ekko,Yone,Ezreal,Rakan,False
0,Gragas,Talon,Graves,Caitlyn,Thresh,Jayce,Ivern,Akshan,Jinx,DrMundo,True
0,Renekton,Rumble,Tryndamere,Ezreal,Swain,Viego,Ekko,Galio,Lucian,Rakan,True
0,Cassiopeia,Ekko,Yone,Aphelios,Yuumi,Jayce,Zac,Leblanc,Jhin,Alistar,True
0,Irelia,LeeSin,Leblanc,Karma,Rakan,Jayce,Talon,Vex,Jhin,Nautilus,True
0,Sylas,LeeSin,TwistedFate,Kindred,Taric,Kennen,Ekko,Irelia,Lucian,Yuumi,False
0,Jax,Diana,Yasuo,Xerath,Blitzcrank,Sett,Graves,Galio,Ziggs,Gragas,True
0,Tryndamere,Gragas,Talon,Kindred,Lulu,Yone,Elise,Akshan,Lucian,Nami,False
0,Jayce,Hecarim,Galio,Samira,Rakan,Camille,Poppy,Zoe,MissFortune,Bard,True
0,Jax,Graves,Zoe,Samira,Rakan,Rengar,Ekko,Qiyana,Caitlyn,Lux,False
0,Vladimir,LeeSin,Ahri,Jinx,Zilean,Kennen,Graves,Galio,Xayah,Pyke,True
0,Kindred,Viego,Vex,Jhin,Lulu,Jayce,LeeSin,Syndra,Vayne,Karma,False
0,Renekton,Qiyana,Zed,Ziggs,Rakan,Syndra,Viego,Leblanc,Xayah,Lulu,False
0,Tryndamere,Talon,Orianna,Ziggs,Pyke,Sejuani,Viego,Zoe,Jinx,Rakan,False
0,Gragas,RekSai,Ahri,Kaisa,Leona,Camille,Taliyah,Poppy,Draven,Pyke,True
0,Camille,LeeSin,TwistedFate,KogMaw,Lulu,Gragas,XinZhao,Zoe,Poppy,Taric,False
0,Tryndamere,Talon,Vex,Lucian,Lulu,Kindred,Ekko,Galio,Jinx,Karma,True
0,Gnar,RekSai,Ahri,Heimerdinger,Thresh,Camille,Ekko,Katarina,Aphelios,Karma,True
0,Fiora,Talon,Zoe,Jhin,Neeko,Camille,Karthus,Yone,Kalista,Gragas,True
0,Tryndamere,Graves,Leblanc,Jinx,Gragas,Warwick,Kindred,Zoe,Jhin,Leona,True
0,Jax,XinZhao,TwistedFate,Jinx,Leona,Camille,LeeSin,Zoe,Xayah,Thresh,True
0,Graves,Hecarim,Karma,Jhin,Gragas,Gwen,Kindred,Qiyana,Lucian,Janna,False
0,LeeSin,Ekko,Yasuo,Jhin,Maokai,Camille,Shaco,Zoe,Caitlyn,Lux,False
0,Camille,Viego,Vex,Lucian,Nami,Irelia,RekSai,Zoe,Jhin,Galio,True
0,Renekton,Karthus,Vex,Caitlyn,Rakan,Jax,Graves,Zoe,Jhin,Leona,True
0,Kennen,XinZhao,Galio,Xayah,Leona,Irelia,Zac,Zoe,Jhin,Alistar,False
0,Vayne,Shaco,Katarina,Lucian,Nami,Camille,LeeSin,Galio,Jhin,Lulu,False
0,Poppy,Viego,TwistedFate,Jhin,Rakan,Graves,LeeSin,Leblanc,Tryndamere,Karma,False
0,Renekton,Ekko,Yone,Jhin,Rakan,Gnar,Graves,Ahri,Aphelios,Karma,False
0,Camille,RekSai,Zoe,Aphelios,Yuumi,Renekton,LeeSin,Galio,Caitlyn,Lulu,True
0,Kennen,Diana,Yasuo,Lucian,Nami,Renekton,Kindred,Vex,Aphelios,Lulu,False
0,Kindred,Taliyah,TwistedFate,Jhin,Leona,Gragas,Graves,Orianna,Aphelios,Rakan,True
0,Rumble,Nunu,LeeSin,Draven,Lulu,Irelia,RekSai,Leblanc,Aphelios,Karma,True
0,Camille,LeeSin,Leblanc,Kalista,JarvanIV,Lulu,Graves,Lissandra,Jinx,Rakan,True
0,Graves,Nidalee,TwistedFate,Jinx,Lulu,Poppy,Ekko,Ahri,Aphelios,Karma,True
0,Gnar,Taliyah,Sylas,Caitlyn,Karma,DrMundo,Graves,TwistedFate,Jhin,Lulu,True
0,Jayce,Nidalee,Ahri,Jhin,Lux,Akshan,Graves,Galio,Xayah,Pyke,False
0,Kennen,RekSai,Viego,Aphelios,Lulu,Poppy,Zed,Zoe,Lucian,Nami,False
0,Renekton,Nidalee,Viego,Jhin,Lulu,Quinn,Karthus,Jayce,Jinx,Thresh,False
0,Camille,Zac,Orianna,Kalista,Bard,Riven,Talon,Zoe,Tristana,Lulu,True
0,Poppy,Nidalee,Zoe,Jinx,Thresh,Gragas,Zac,Akshan,Lucian,Nami,True
0,Yone,Talon,Zoe,Jhin,Leona,Irelia,Graves,Ahri,Caitlyn,Gragas,True
0,Graves,XinZhao,Zoe,Xayah,Leona,Poppy,LeeSin,Ryze,Jhin,Alistar,True
0,Malphite,Hecarim,Vex,Jhin,Pyke,Jayce,Zac,Zoe,Aphelios,Rakan,True
0,Akali,Ekko,Talon,Jinx,Lulu,Graves,XinZhao,Zoe,Jhin,Blitzcrank,False
0,Sion,Viego,Syndra,Jhin,Lux,Renekton,Nidalee,Zoe,Kaisa,Rakan,False
0,Poppy,Nidalee,Ahri,Lucian,Lulu,Camille,Ekko,Yasuo,Caitlyn,Lux,False
0,Kennen,JarvanIV,Kassadin,Jhin,Bard,Camille,Graves,Zoe,Aphelios,Galio,False
0,Kennen,XinZhao,Yone,Jhin,Braum,Cassiopeia,JarvanIV,Zoe,Aphelios,Alistar,False
0,Renekton,Nidalee,Ryze,Xayah,Rakan,Irelia,LeeSin,Zoe,Aphelios,Leona,False
0,Warwick,XinZhao,Ahri,Ashe,Rakan,Shen,Viego,Zoe,Caitlyn,Gragas,True
0,JarvanIV,Nidalee,Yone,Tristana,Lulu,Kennen,LeeSin,Zoe,Jhin,Lux,True
0,Camille,Nocturne,TwistedFate,Lucian,Nami,Riven,Poppy,Zoe,MissFortune,Braum,False
0,Renekton,Ekko,Ryze,Ashe,Thresh,Kennen,Graves,Zoe,Jhin,Blitzcrank,True
0,Renekton,Graves,Galio,Aphelios,Alistar,Camille,Talon,Ahri,Samira,Rell,False
0,Irelia,Talon,AurelionSol,Jhin,Rakan,Gnar,FiddleSticks,Zoe,Swain,Pyke,False
0,Camille,Olaf,Leblanc,Jhin,Maokai,Renekton,XinZhao,Malzahar,MissFortune,Karma,False
0,Renekton,LeeSin,Ryze,Jhin,Galio,Quinn,Viego,Akali,Xayah,Rakan,False
0,Kennen,Talon,Leblanc,Caitlyn,Lux,Quinn,Gragas,Irelia,Xayah,Rakan,False
0,Renekton,Taliyah,Viego,Lucian,Nami,Quinn,Rumble,Akshan,Jhin,Thresh,True
0,Renekton,Taliyah,Viktor,Xayah,Rakan,Aatrox,Viego,Xerath,Aphelios,Gragas,True
0,Poppy,Nidalee,Renekton,Jhin,Maokai,Jayce,Ekko,Kindred,Ziggs,Leona,True
0,Gragas,RekSai,Ahri,Kaisa,Leona,Camille,Taliyah,Poppy,Draven,Pyke,True
0,Renekton,Viego,Ryze,MissFortune,Galio,Gnar,Gragas,Zed,Ziggs,Leona,False
0,Jayce,Gwen,Qiyana,Kalista,Rakan,Renekton,Nidalee,Irelia,Jhin,Karma,False
0,Fiora,XinZhao,Lissandra,Caitlyn,Maokai,Camille,LeeSin,Leblanc,Tristana,Rell,True
0,Renekton,Talon,Vex,Jhin,Lux,Gnar,Nidalee,Yone,Ezreal,Rakan,True
0,Jayce,Trundle,Sylas,Xayah,Rakan,Shen,Talon,Syndra,Caitlyn,Pyke,True
0,Renekton,LeeSin,Ryze,Xayah,Rakan,Lillia,Graves,Lux,Caitlyn,Pyke,False
0,Jax,Nidalee,Renekton,Kalista,Gragas,Jayce,Rumble,Kindred,Lucian,Lulu,False
0,Gragas,Talon,Syndra,Yasuo,Rakan,Lulu,Ekko,Yone,Aphelios,Thresh,True
0,Renekton,Viego,Katarina,Aphelios,Karma,Graves,LeeSin,Sylas,Jinx,Thresh,True
0,Lulu,Ekko,Zed,Lucian,Taliyah,Camille,LeeSin,Syndra,Jhin,Lux,False
0,Renekton,Graves,TwistedFate,Jhin,Lux,Kennen,Talon,Sylas,Kaisa,Pyke,True
0,Camille,Olaf,TwistedFate,Vayne,Rakan,Riven,LeeSin,Sylas,Xerath,Galio,True
0,Jax,Gragas,Yone,Kalista,Rakan,Fiora,Talon,Zoe,Caitlyn,Morgana,True
0,Kennen,Ekko,Yasuo,Caitlyn,Leona,Gragas,Hecarim,Leblanc,Xayah,Lux,False
0,Gragas,XinZhao,Syndra,Xayah,Karma,Camille,Hecarim,Vex,Jhin,Rakan,False
0,Fiora,LeeSin,Vex,Jinx,Thresh,Camille,Lillia,Yone,Aphelios,Lulu,False
0,Renekton,Talon,Zoe,Jinx,Thresh,Poppy,Viego,Vex,Aphelios,Blitzcrank,False
0,Gragas,LeeSin,Lissandra,Jhin,Galio,Irelia,Ekko,Yone,Ziggs,Rakan,False
0,Renekton,Talon,Leblanc,Aphelios,Braum,Rumble,Viego,Ryze,Jhin,Karma,False
0,Jayce,Trundle,Kassadin,Jhin,Rakan,Galio,Ekko,Renekton,Draven,Thresh,False
0,Gwen,Viego,Leblanc,Jhin,Leona,Gragas,LeeSin,Lissandra,Xayah,Galio,True
0,Kennen,Kindred,Syndra,Jhin,Galio,Jayce,Karthus,Yone,Ezreal,Leona,False
0,Renekton,Nidalee,Akshan,Jinx,Lulu,Quinn,LeeSin,Vex,Ziggs,Maokai,False
0,Renekton,XinZhao,TwistedFate,Jhin,Nautilus,Gragas,Talon,Sylas,Aphelios,Braum,False
0,Graves,Poppy,Syndra,Jhin,Leona,Kennen,LeeSin,Vex,Lucian,Nami,False
0,Camille,Viego,TwistedFate,Jhin,Maokai,Renekton,LeeSin,Akali,Aphelios,Thresh,False
0,Akshan,Graves,Sylas,Lucian,Nami,Gnar,Shaco,TwistedFate,Aphelios,Lulu,True
0,Renekton,Taric,Irelia,Ziggs,Leona,Fiora,JarvanIV,Akali,Aphelios,Thresh,False
0,LeeSin,Ekko,Akshan,Ziggs,Pyke,Camille,Talon,TwistedFate,Aphelios,Rakan,False
0,Akshan,Qiyana,TwistedFate,Jhin,Yuumi,Rengar,Rumble,Viego,Maokai,Senna,False
0,LeeSin,XinZhao,Akali,Jinx,Thresh,Kennen,Graves,Pantheon,Jhin,Yuumi,False
0,Akali,Hecarim,Karma,Jinx,Thresh,Renekton,Evelynn,Sett,Aphelios,Lulu,True
0,Aatrox,Talon,Orianna,Xayah,Rakan,Renekton,Nidalee,Galio,Samira,Rell,False
0,Teemo,Graves,Katarina,Aphelios,Yuumi,Camille,Karthus,AurelionSol,Caitlyn,Thresh,True
0,Lulu,Kindred,AurelionSol,Vayne,Pyke,Gragas,Viego,Galio,Ezreal,Bard,False
0,Graves,Zac,Yone,Aphelios,Rell,Jayce,Ekko,Vi,Draven,Thresh,True
0,Renekton,Vi,Leblanc,MissFortune,Lulu,Kennen,Graves,Lissandra,Caitlyn,Lux,True
0,Jax,Qiyana,Ryze,Xayah,Nautilus,Graves,Talon,TwistedFate,Jhin,Rakan,False
0,Irelia,Trundle,Sylas,Jhin,Lux,Graves,XinZhao,Cassiopeia,Lucian,Gragas,True
0,Gnar,Talon,Anivia,Jinx,Rakan,Renekton,Kindred,Sylas,Xayah,Lulu,True
0,Camille,Graves,Akali,Aphelios,Lux,Jayce,LeeSin,Sylas,Syndra,Rakan,False
0,Ryze,Zed,Syndra,Jinx,Karma,Graves,Nidalee,Xerath,Jhin,Lux,True
0,Camille,Graves,Vex,Seraphine,Pyke,Renekton,Nidalee,Orianna,Jhin,Leona,False
0,LeeSin,Ekko,Qiyana,Lucian,Rakan,Zilean,Hecarim,Akshan,Aphelios,Lulu,True
0,Camille,Graves,Sylas,Jhin,Leona,Gwen,XinZhao,Vex,Caitlyn,Thresh,False
0,Chogath,LeeSin,Viktor,Caitlyn,Gragas,Renekton,Qiyana,TwistedFate,Jhin,Leona,True
0,Jayce,Zac,Irelia,Jhin,Galio,Camille,LeeSin,Leblanc,Yasuo,Rakan,True
0,Graves,Viego,Viktor,Jhin,Leona,Jayce,XinZhao,Ryze,Jinx,Thresh,True
0,Aatrox,Talon,Sylas,Jinx,Thresh,Gangplank,Nidalee,TwistedFate,Jhin,Blitzcrank,True
0,Jayce,Ekko,TwistedFate,Caitlyn,Karma,Irelia,Shaco,Sylas,Jhin,Yuumi,True
0,Shen,LeeSin,Viktor,Jinx,Thresh,Irelia,Zac,Karma,Vayne,Pyke,False
0,Graves,Ekko,Sylas,Aphelios,Rakan,Gangplank,LeeSin,Lissandra,Jinx,Leona,True
0,Vayne,Talon,Leblanc,Jhin,Blitzcrank,Graves,LeeSin,Lissandra,Ezreal,Bard,False
0,Jax,Talon,Akali,Jhin,Neeko,Gwen,LeeSin,Sylas,Ezreal,Rakan,True
0,Jayce,Nidalee,Qiyana,Aphelios,Alistar,TahmKench,XinZhao,Vex,Jinx,Thresh,False
0,Gragas,Zed,Sylas,Vayne,Rakan,Jayce,LeeSin,Corki,Viktor,Rell,True
0,Gragas,XinZhao,Yone,Ezreal,Karma,Kennen,Viego,Galio,Jhin,Rakan,False
0,Gangplank,Poppy,Sylas,Jhin,Lux,Camille,XinZhao,TwistedFate,Ezreal,Karma,True
0,Jax,Kindred,Ryze,Jhin,Rakan,Camille,Gragas,Irelia,Varus,Nautilus,True
0,Camille,Graves,Galio,Lucian,Nami,Jax,Nidalee,Ryze,Caitlyn,Karma,False
0,Renekton,Poppy,Ryze,Kalista,Nautilus,Akshan,LeeSin,Akali,Jinx,Braum,True
0,Camille,LeeSin,TwistedFate,Jinx,Nautilus,Gwen,XinZhao,Sylas,Jhin,Leona,True
0,Gnar,LeeSin,Viktor,Jinx,Seraphine,Kennen,Talon,Yone,Caitlyn,Karma,False
0,Jayce,RekSai,Leblanc,Jhin,Karma,Kennen,LeeSin,Ryze,Lucian,Nami,True
0,Jayce,XinZhao,Leblanc,Ezreal,Karma,Viktor,LeeSin,Viego,Jhin,Yuumi,True
0,Jayce,Viego,Syndra,Aphelios,Lulu,MonkeyKing,LeeSin,Galio,Kindred,Karma,False
0,Graves,Lillia,Zed,Tristana,Alistar,Shyvana,LeeSin,Leblanc,Draven,Gragas,True
0,Kennen,Talon,Zoe,Ziggs,Pyke,Camille,Zac,Katarina,Vayne,Shen,False
0,Fiora,XinZhao,TwistedFate,Aphelios,Leona,LeeSin,Gwen,Yone,Xayah,Rakan,True
0,Kennen,LeeSin,Irelia,KogMaw,Maokai,Gragas,Diana,Yasuo,Jhin,Yuumi,False
0,Tryndamere,Viego,Syndra,Jhin,Rakan,Kennen,Zed,Yone,MissFortune,Lulu,False
0,Kennen,Graves,Zoe,Ezreal,Yuumi,Vladimir,Viego,Galio,Lucian,Nami,False
0,Vayne,Ekko,Viego,Jhin,Yuumi,Renekton,Nidalee,Katarina,Caitlyn,Zac,False
0,Yone,Ekko,Sett,Jhin,Nautilus,Kennen,Graves,Renekton,Aphelios,Pyke,True
0,Graves,Zed,Ryze,Kalista,Leona,Vayne,Poppy,Syndra,Aphelios,Thresh,False
0,Irelia,Graves,Zoe,Kindred,Amumu,Jayce,Nidalee,Leblanc,Kalista,Pyke,False
0,Sett,Graves,Sylas,Aphelios,Bard,Vi,Nidalee,Ryze,Jhin,Rakan,True
0,Kennen,Graves,Leblanc,Aphelios,Lulu,Irelia,Diana,Yone,Jhin,Rakan,False
0,Jayce,Viego,TwistedFate,Samira,Rell,Gangplank,Nidalee,Vex,Jinx,Thresh,False
0,Fiora,Viego,Leblanc,Samira,Rell,Camille,Graves,Galio,Aphelios,Thresh,False
0,Trundle,XinZhao,Sylas,Jhin,Rakan,Aatrox,Viego,Vex,Ziggs,Pyke,False
0,Jayce,Poppy,Vex,Jhin,Maokai,Tryndamere,Graves,Akali,Yasuo,Rakan,True
0,Camille,LeeSin,Vex,Jhin,Pyke,Jayce,Nunu,Akali,Jinx,Lulu,True
0,Gnar,Viego,Sylas,Aphelios,Gragas,Renekton,Nidalee,Akshan,Jinx,Sett,True
0,Gwen,Talon,Zoe,Senna,Sett,Jayce,Graves,TwistedFate,Jhin,Bard,False
0,Kennen,Poppy,Lux,Aphelios,Leona,Zilean,Nidalee,Pantheon,Jinx,Lulu,False
0,Kennen,XinZhao,Gragas,Yasuo,Rakan,Tryndamere,Ekko,Sett,Kalista,Rell,False
0,Vladimir,JarvanIV,Vex,Caitlyn,Rakan,Kennen,Talon,Ahri,Ezreal,Yuumi,False
0,Irelia,Ekko,Renekton,Xayah,Pyke,Gwen,Nidalee,Jayce,Aphelios,Braum,True
0,Jayce,Karthus,Pantheon,MissFortune,Leona,Kennen,Nocturne,TwistedFate,Xayah,Rakan,False
0,Jayce,Viego,Katarina,Jinx,Rakan,Mordekaiser,Talon,Akshan,Caitlyn,Lux,False
0,Graves,Zed,Galio,Ziggs,Leona,Kennen,Qiyana,Yasuo,MissFortune,Pyke,False
0,Sylas,Graves,Gragas,Jinx,Thresh,Kennen,Nidalee,Renekton,Jhin,Leona,False
0,Camille,Zed,Syndra,Kalista,Pyke,Yone,Karthus,Zilean,Aphelios,Senna,False
0,Irelia,Nidalee,Akali,Caitlyn,Lux,Jayce,Ekko,Galio,Jinx,Thresh,False
0,Sylas,Talon,Vex,Jhin,Rakan,Gragas,Ekko,Qiyana,Samira,Blitzcrank,False
0,Camille,Graves,Sylas,Jhin,Leona,Gwen,XinZhao,Vex,Caitlyn,Thresh,False
0,Camille,Talon,Syndra,Jhin,Karma,Irelia,Hecarim,Vex,Kindred,Blitzcrank,False
0,Jayce,Zac,Irelia,Jhin,Galio,Camille,LeeSin,Leblanc,Yasuo,Rakan,True
0,Yone,LeeSin,Sylas,Kaisa,Rakan,Akali,Nidalee,Irelia,Jinx,Lulu,True
0,Viktor,LeeSin,Sylas,Xayah,Rakan,Gragas,XinZhao,Sett,Jinx,Thresh,False
0,Jayce,LeeSin,Akali,Ezreal,Karma,Irelia,XinZhao,Sylas,Jinx,Thresh,False
0,Jayce,Nidalee,Yasuo,Aphelios,Pyke,Irelia,Graves,Vladimir,Jinx,Thresh,False
0,Gwen,Zed,TwistedFate,Jhin,Rakan,Renekton,LeeSin,Sylas,Caitlyn,Bard,False
0,Gragas,Zed,Sylas,Vayne,Rakan,Jayce,LeeSin,Corki,Viktor,Rell,True
0,Irelia,Graves,Viktor,Jinx,Thresh,Jayce,LeeSin,Galio,Caitlyn,Braum,True
0,Gragas,XinZhao,Yone,Ezreal,Karma,Kennen,Viego,Galio,Jhin,Rakan,False
0,Jayce,Viego,Zoe,Lucian,Nami,Rumble,Taliyah,Renekton,Kaisa,Pyke,True
0,Jayce,Viego,Sylas,Jinx,Lux,Rumble,LeeSin,Zoe,Aphelios,Thresh,False
0,Jayce,Talon,Ryze,Ziggs,Blitzcrank,Irelia,Evelynn,Akshan,Aphelios,Thresh,False
0,Irelia,Nidalee,Qiyana,Jinx,Thresh,Fiora,RekSai,Viktor,Jhin,Nautilus,False
0,Akali,Gragas,Qiyana,Jinx,Thresh,Gwen,Viego,Viktor,Caitlyn,Seraphine,True
0,Irelia,JarvanIV,Vex,Jinx,Thresh,Tryndamere,LeeSin,Viktor,Aphelios,Lulu,False
0,Fiora,Qiyana,Syndra,Jinx,Rakan,Tryndamere,Talon,Akali,KogMaw,Lulu,True
0,Shen,XinZhao,Viktor,Draven,Thresh,Akali,LeeSin,Syndra,Twitch,Leona,True
0,Camille,XinZhao,TwistedFate,Jinx,Lulu,Gragas,Viego,Yasuo,Jhin,Karma,True
0,Jayce,LeeSin,Syndra,Lucian,Leona,Poppy,Zac,Yone,Samira,Nautilus,True
0,Irelia,Talon,Viktor,Aphelios,Galio,Jayce,LeeSin,Akali,Caitlyn,Thresh,True
0,Akali,Hecarim,Viktor,Ezreal,Yuumi,Camille,Graves,Sylas,Aphelios,Lulu,True
0,Kennen,Talon,Vladimir,Caitlyn,Lux,Irelia,Graves,Zoe,Jhin,Karma,False
0,Gragas,Graves,Qiyana,Ziggs,Zac,Kennen,Zed,Malphite,Caitlyn,Lux,False
0,Camille,Ekko,Yone,Draven,Thresh,Akali,Talon,Lissandra,Jinx,Lulu,True
0,Akali,XinZhao,Sylas,Ashe,Pyke,Jayce,Talon,Galio,Ziggs,Rakan,False
0,MonkeyKing,Graves,Leblanc,Ziggs,Rell,Akali,Talon,Kassadin,Twitch,Aatrox,False
0,Tryndamere,Poppy,Akshan,Cassiopeia,Alistar,Warwick,LeeSin,Leblanc,Vayne,Nautilus,True
0,Camille,XinZhao,Vex,Jinx,Thresh,Gragas,Viego,Syndra,Aphelios,Blitzcrank,False
0,Jayce,Taliyah,Viktor,Jinx,Lulu,Malphite,Qiyana,Ryze,Ezreal,Rakan,False
0,Gwen,JarvanIV,Syndra,Jinx,Thresh,Tristana,Zac,Leblanc,Kindred,Rakan,True
0,Akali,LeeSin,Karma,Tristana,Sett,Camille,Talon,Viktor,Jhin,Nautilus,False
0,Akali,Gwen,Riven,Aphelios,Lulu,Vayne,Hecarim,Zoe,Ziggs,Rakan,False
0,Fiora,Poppy,Sylas,Ziggs,Leona,Camille,JarvanIV,Viktor,Ezreal,Braum,True
0,MonkeyKing,RekSai,Leblanc,Aphelios,Lulu,Jayce,Rumble,Ryze,Jinx,Thresh,True
0,Poppy,Rengar,Leblanc,Jinx,Thresh,Camille,Nidalee,Lissandra,Ezreal,Rakan,True
0,Gragas,Hecarim,Ryze,Aphelios,Thresh,Akali,Talon,Vex,Jinx,Lulu,False
0,Jax,Zac,Graves,Ziggs,Leona,Akali,Zed,Syndra,Aphelios,Thresh,False
0,Renekton,Nocturne,Sylas,Jhin,Rakan,Yasuo,LeeSin,Corki,Lucian,Nami,False
0,Ryze,Viego,LeeSin,Caitlyn,Lux,Kennen,Nidalee,Yasuo,Kaisa,Alistar,False
0,Jayce,Graves,Vex,Jinx,Leona,Renekton,Kindred,Leblanc,Aphelios,Lulu,False
0,Irelia,Viego,Zoe,Ziggs,Rakan,Jayce,Hecarim,Sylas,Draven,Leona,True
0,Akali,Graves,Lissandra,Jhin,Leona,Yone,Zac,Yasuo,Caitlyn,Rakan,True
0,Kennen,Sejuani,Yasuo,Caitlyn,Lux,Gragas,Kayn,Renekton,Jinx,Lulu,False
0,Riven,Rumble,Sett,Jinx,Lulu,Kennen,Zed,Graves,Jhin,Neeko,True
0,Yone,Talon,Zoe,Xayah,Leblanc,Akali,Viego,Ryze,Ezreal,Bard,False
0,Akali,Nidalee,Irelia,Jinx,Thresh,Gwen,XinZhao,Vex,Caitlyn,Karma,False
0,Camille,Kayn,Katarina,Kaisa,Zac,MonkeyKing,Zed,Malphite,Jhin,Ashe,True
0,Renekton,Ekko,Lissandra,Senna,Xerath,Yone,Diana,Talon,Jhin,Leona,False
0,Olaf,Gwen,Zoe,Twitch,Yuumi,Sett,Kindred,Ryze,Ezreal,Karma,True
0,Camille,Graves,Vex,Aphelios,Rakan,Gnar,Kindred,TwistedFate,Lucian,Nami,True
0,Jax,Qiyana,Syndra,Ezreal,Nautilus,Camille,Graves,Sylas,Tristana,Lulu,True
0,Kennen,XinZhao,Akali,Kalista,Pyke,JarvanIV,Nocturne,TwistedFate,Kaisa,Leona,False
0,Teemo,Olaf,Yasuo,Kalista,Nautilus,Gragas,LeeSin,Syndra,Aphelios,Rakan,False
0,Sylas,Vi,Vex,Kaisa,Pyke,Aatrox,Ekko,Yone,Jhin,Leona,True
0,Singed,LeeSin,Leblanc,Jinx,Nautilus,Kennen,Viego,Akali,Varus,Seraphine,False
0,Kalista,Gragas,Yasuo,Varus,Leona,Poppy,Volibear,Akshan,Cassiopeia,Nautilus,False
0,Gragas,Zac,Leblanc,Tristana,Rakan,Kennen,Graves,Yone,Ezreal,Galio,False
